Name,URL,Category,Description,Comment/Reason,Language,Target OS,Author,last_commit,Commits,Branch,Packages,Releases,Watch,Star,Fork,Tags,Has Readme,Readme,Repo Name
Steal Net-NTLM Hash using Bad-PDF,https://github.com/deepzec/Bad-Pdf.git,,,,"[""Python""]",,deepzec,"November 21, 2018",,1,0,0,41,679,159,"ntlm-hashes, badpdf, vulnerability, ntlm-hash-extraction, cve-2018-4993",Yes,,Bad-Pdf
"Extracts passwords from a KeePass 2.x database, directly from memory.",https://github.com/denandz/KeeFarce.git,,,,"[""C++"",""C#"",""C"",""Objective-C""]",,denandz,"November 17, 2015",,1,0,0,77,784,120,,Yes,,KeeFarce
,https://github.com/derv82/wifite.git,,,,"[""Python""]",,derv82,"April 6, 2018",,3,0,0,226,2.1k,535,,No,,wifite
"Rewrite of the popular wireless network auditor, ""wifite""",https://github.com/derv82/wifite2.git,,,,"[""Python"",""Other""]",,derv82,"September 9, 2018",,3,0,10,193,2.1k,460,"wifi-security, wifi-password, wifite, wifi-cracker",Yes,,wifite2
,https://github.com/designsecurity/progpilot,,,,,,,,,,,,,,,,,,
,https://github.com/devanshbatham/ParamSpider,,,,,,,,,,,,,,,,,,
,https://github.com/devsecops/awesome-devsecops,,,,,,,,,,,,,,,,,,
,https://github.com/devttys0/binwalk,,,,,,,,,,,,,,,,,,
Transparently tunnel your IP traffic through ICMP echo and reply packets.,https://github.com/DhavalKapil/icmptunnel.git,,,,"[""C"",""Shell"",""Makefile""]",,DhavalKapil,"April 22, 2017",,4,0,0,101,2.5k,283,"icmp, tunnel, proxy",Yes,,icmptunnel
"rules to identify files containing juicy information like usernames, passwords etc",https://github.com/DiabloHorn/yara4pentesters.git,,,,[],,DiabloHorn,,,1,0,0,12,87,15,,Yes,,yara4pentesters
Please no pull requests for this repository. Thanks!,https://github.com/DidierStevens/DidierStevensSuite.git,,,,"[""YARA"",""Python"",""Roff"",""HTML"",""Lua"",""JavaScript"",""Other""]",,DidierStevens,"February 10, 2020",,1,0,0,83,625,190,,No,,DidierStevensSuite
Linux enumeration tool for pentesting and CTFs with verbosity levels,https://github.com/diego-treitos/linux-smart-enumeration.git,,,,"[""Shell""]",,diego-treitos,"December 31, 2019",,4,0,14,24,760,149,"hacking, pentesting, privilege-escalation, linux-enumeration, privesc, ctfs, oscp, hackthebox",Yes,,linux-smart-enumeration
CeWL is a Custom Word List Generator,https://github.com/digininja/CeWL.git,,,,"[""Ruby""]",,digininja,,,3,0,13,25,417,95,,Yes,,CeWL
,https://github.com/digininja/DVWA.git,,,,,,,,,,,,,,,,,,
An Active Directory audit utility,https://github.com/Dionach/NtdsAudit.git,,,,"[""C#"",""Smalltalk""]",,Dionach,"September 12, 2019",,1,0,8,19,186,45,,Yes,,NtdsAudit
,https://github.com/Dionach/PANhunt,,,,,,,,,,,,,,,,,,
Search drives for documents containing passwords,https://github.com/Dionach/PassHunt.git,,,,"[""Python""]",,Dionach,"July 11, 2014",,1,0,0,7,41,28,,Yes,,PassHunt
Active Directory Integrated DNS dumping by any authenticated user,https://github.com/dirkjanm/adidnsdump.git,,,,"[""Python""]",,dirkjanm,"January 8, 2020",,1,0,0,11,284,34,,Yes,,adidnsdump
Kerberos unconstrained delegation abuse toolkit,https://github.com/dirkjanm/krbrelayx.git,,,,"[""Python""]",,dirkjanm,"January 23, 2020",,1,0,0,10,238,33,,Yes,,krbrelayx
,https://github.com/dirkjanm/ldapdomaindump,,,,,,,,,,,,,,,,,,
Exchange your privileges for Domain Admin privs by abusing Exchange,https://github.com/dirkjanm/PrivExchange.git,,,,"[""Python""]",,dirkjanm,,,1,0,0,28,657,130,,Yes,,PrivExchange
,https://github.com/dirkjanm/ROADtools,,,,,,,,,,,,,,,,,,
Dirty COW,https://github.com/dirtycow/dirtycow.github.io.git,,,,"[""HTML"",""C""]",,dirtycow,"October 27, 2016",,1,0,0,182,2.6k,819,,Yes,,dirtycow.github.io
Utility for injecting executable code into a running process on x86/x64 Linux,https://github.com/dismantl/linux-injector.git,,,,"[""C"",""Assembly"",""C++"",""Makefile""]",,dismantl,"June 28, 2016",,1,0,0,21,204,40,,Yes,,linux-injector
Python library for Windows Remote Management (WinRM),https://github.com/diyan/pywinrm.git,,,,"[""Python"",""Batchfile""]",,diyan,"November 4, 2019",,3,0,11,53,744,218,"python, winrm",Yes,,pywinrm
,https://github.com/djadmin/awesome-bug-bounty,,,,,,,,,,,,,,,,,,
,https://github.com/djhohnstein/CSharpSetThreadContext,,,,,,,,,,,,,,,,,,
".NET 2.0 CLR Project to retrieve Google Chrome data, such as cookies, history and saved logins.",https://github.com/djhohnstein/SharpChrome.git,,,,"[""C#""]",,djhohnstein,"September 27, 2019",,1,0,0,4,37,7,,Yes,,SharpChrome
,https://github.com/djhohnstein/SharpChromium,,,,,,,,,,,,,,,,,,
,https://github.com/djhohnstein/SharpShares,,,,,,,,,,,,,,,,,,
".NET 2.0 CLR project to retrieve saved browser credentials from Google Chrome, Mozilla Firefox and Microsoft Internet Explorer/Edge.",https://github.com/djhohnstein/SharpWeb.git,,,,"[""C#""]",,djhohnstein,"August 14, 2018",,1,0,3,11,247,56,,Yes,,SharpWeb
,https://github.com/djhohnstein/WireTap,,,,,,,,,,,,,,,,,,
,https://github.com/dloss/python-pentest-tools,,,,,,,,,,,,,,,,,,
Live-scraping pastebin to fight boredom.,https://github.com/dmuhs/pastebin-scraper.git,,,,"[""Python""]",,dmuhs,"June 4, 2017",,1,0,0,1,60,44,"pastebin, scraper, mysql, python, sqlite, multithreading",Yes,,pastebin-scraper
Monitor linux processes without root permissions,https://github.com/DominicBreuker/pspy.git,,,,"[""Go"",""Makefile"",""Shell"",""Python""]",,DominicBreuker,"August 22, 2019",,2,0,3,18,1.1k,138,"ctf, pentesting, privesc, enumeration",Yes,,pspy
The Roslyn .NET compiler provides C# and Visual Basic languages with rich code analysis APIs.,https://github.com/dotnet/roslyn.git,,,,"[""C#"",""Visual Basic .NET"",""1C Enterprise"",""PowerShell"",""Shell"",""Batchfile""]",,dotnet,"February 22, 2020",,193,0,102,1.1k,12.5k,2.9k,"roslyn, visual-basic, visual-studio, csharp",Yes,,roslyn
a javascript static security analysis tool,https://github.com/dpnishant/jsprime.git,,,,"[""JavaScript"",""CSS"",""HTML""]",,dpnishant,"May 5, 2015",,2,0,0,43,513,104,"javascript, static-analysis, security-tools, security-scanner",Yes,,jsprime
,https://github.com/dreddsa5dies/goHackTools,,,,,,,,,,,,,,,,,,
,https://github.com/dreikanter/ruby-bookmarks,,,,,,,,,,,,,,,,,,
Modlishka. Reverse Proxy.,https://github.com/drk1wi/Modlishka.git,,,,"[""Go"",""Makefile"",""Other""]",,drk1wi,"November 19, 2019",,1,0,2,116,2.7k,519,"phishing, penetration-testing-tools, mitm, reverse-proxy, security-tools",Yes,,Modlishka
"A plugin-based scanner that aids security researchers in identifying issues with several CMSs, mainly Drupal & Silverstripe.",https://github.com/droope/droopescan.git,,,,"[""Python"",""HTML"",""Dockerfile""]",,droope,"June 14, 2019",,6,0,126,43,692,178,,Yes,,droopescan
,https://github.com/drwetter/testssl.sh,,,,,,,,,,,,,,,,,,
A curated list of tutorials/resources for hacking online games.,https://github.com/dsasmblr/hacking-online-games.git,,,,[],,dsasmblr,"November 10, 2018",,1,0,0,81,687,101,"online-game-hacking, game-hacking, mmo, cheat-engine, reverse-engineering",Yes,,hacking-online-games
"Credsleaker allows an attacker to craft a highly convincing credentials prompt using Windows Security, validate it against the DC and in turn leak it via an HTTP request.",https://github.com/Dviros/CredsLeaker.git,,,,"[""PowerShell"",""C++"",""Python"",""PHP"",""Batchfile"",""Common Lisp""]",,Dviros,"January 20, 2020",,1,0,0,10,198,47,"redteam, credentials, infosec, powershell, social-engineering",Yes,,CredsLeaker
"Searches through git repositories for high entropy strings and secrets, digging deep into commit history",https://github.com/dxa4481/truffleHog.git,,,,"[""Python"",""Dockerfile""]",,dxa4481,,,3,0,0,136,4.5k,585,"entropy, secret, entropy-checks, regex, trufflehog",Yes,,truffleHog
,https://github.com/EbookFoundation/free-programming-books,,,,,,,,,,,,,,,,,,
Malicious USB,https://github.com/ebursztein/malusb.git,,,,"[""C"",""Python"",""PostScript"",""Shell""]",,ebursztein,,,1,0,0,23,140,31,,Yes,,malusb
"The fastest and cross-platform subdomain enumerator, do not waste your time.",https://github.com/Edu4rdSHL/findomain.git,,,,"[""Rust"",""Roff"",""Shell"",""Dockerfile""]",,Edu4rdSHL,"February 14, 2020",,2,0,52,37,1.1k,135,"discover-subdomains, certificate-transparency-logs, search-subdomains, subdomain-enumeration, subdomain-scanner",Yes,,findomain
,https://github.com/EgeBalci/sgn,,,,,,,,,,,,,,,,,,
Little script that uses bing to find subdomains,https://github.com/ejcx/subdomainer.git,,,,"[""Python""]",,ejcx,,,1,0,0,2,1,2,,Yes,,subdomainer
,https://github.com/Ekultek/WhatBreach,,,,,,,,,,,,,,,,,,
Detect and bypass web application firewalls and protection systems,https://github.com/Ekultek/WhatWaf.git,,,,"[""Python"",""Other""]",,Ekultek,"February 1, 2020",,1,0,6,78,1.4k,288,"bypass, firewall, web-application, detection, waf, fingerprinting, web-application-firewall-bypassing, web-application-firewall",Yes,,WhatWaf
Internal Monologue Attack: Retrieving NTLM Hashes without Touching LSASS,https://github.com/eladshamir/Internal-Monologue.git,,,,"[""C#""]",,eladshamir,"October 11, 2018",,1,0,0,48,745,170,,Yes,,Internal-Monologue
"Domain name permutation engine for detecting typo squatting, phishing and corporate espionage",https://github.com/elceef/dnstwist.git,,,,"[""Python"",""Shell"",""Dockerfile""]",,elceef,"November 6, 2019",,1,0,7,139,2.2k,413,"phishing, typosquatting, domains, analytics, threatintel, python, dns, punycode, osint, homograph, unicode, idn",Yes,,dnstwist
Analyze the security of any domain by finding all the information possible. Made in python.,https://github.com/eldraco/domain_analyzer.git,,,,"[""Python""]",,eldraco,,,1,0,0,79,1.5k,208,,Yes,,domain_analyzer
Module of Metasploit to exploit the vulnerability Eternalblue-Doublepulsar.,https://github.com/ElevenPaths/Eternalblue-Doublepulsar-Metasploit.git,,,,"[""Ruby""]",,ElevenPaths,"September 5, 2017",,1,0,0,110,830,509,,Yes,,Eternalblue-Doublepulsar-Metasploit
Tool to find metadata and hidden information in the documents.,https://github.com/ElevenPaths/FOCA.git,,,,"[""C#""]",,ElevenPaths,"February 4, 2020",,1,0,8,95,1k,262,,Yes,,FOCA
"Windows post-exploitation tools, resources, techniques and commands to use during post-exploitation phase of penetration test. Contributions are appreciated. Enjoy!",https://github.com/emilyanncr/Windows-Post-Exploitation.git,,,,[],,emilyanncr,"January 27, 2018",,1,0,0,17,222,72,"post-exploitation, exploiting-windows, command-line, hacking, ethical-hacking, hacking-tool",Yes,,Windows-Post-Exploitation
Empire is a PowerShell and Python post-exploitation agent.,https://github.com/EmpireProject/Empire.git,,,,"[""PowerShell"",""Python"",""Shell"",""Objective-C"",""PHP"",""C""]",,EmpireProject,"August 1, 2019",,10,0,13,451,5.2k,1.8k,,Yes,,Empire
A post-exploitation OS X/Linux agent written in Python 2.7,https://github.com/EmpireProject/EmPyre.git,,,,"[""Python"",""Other""]",,EmpireProject,"January 18, 2017",,2,0,0,82,798,201,,Yes,,EmPyre
Web Shell Detector – is a php script that helps you find and identify php/cgi(perl)/asp/aspx shells. Web Shell Detector has a “web shells” signature database that helps to identify “web shell” up to 99%.,https://github.com/emposha/PHP-Shell-Detector.git,,,,"[""PHP"",""CSS"",""JavaScript""]",,emposha,"October 5, 2015",,2,0,0,91,647,221,,Yes,,PHP-Shell-Detector
,https://github.com/EnableSecurity/awesome-rtc-hacking,,,,,,,,,,,,,,,,,,
,https://github.com/EnableSecurity/wafw00f,,,,,,,,,,,,,,,,,,
"A collection of awesome penetration testing resources, tools and other shiny things",https://github.com/enaqx/awesome-pentest.git,,,,[],,enaqx,"February 20, 2020",,1,0,0,1k,11.5k,3k,"awesome, awesome-list",Yes,,awesome-pentest
,https://github.com/endgameinc/RTA.git,,,,"[""Python"",""Visual Basic .NET"",""XSLT""]",,endgameinc,"August 17, 2018",,2,0,0,87,700,150,,Yes,,RTA
This Powershell script will generate a malicious Microsoft Office document with a specified payload and persistence method.,https://github.com/enigma0x3/Generate-Macro.git,,,,"[""PowerShell""]",,enigma0x3,,,2,0,0,45,543,190,,Yes,,Generate-Macro
random powershell goodness,https://github.com/enigma0x3/Misc-PowerShell-Stuff.git,,,,"[""PowerShell""]",,enigma0x3,,,2,0,0,25,318,137,,Yes,,Misc-PowerShell-Stuff
Tool for automatic exploitation of XXE vulnerability using direct and different out of band methods.,https://github.com/enjoiz/XXEinjector.git,,,,"[""Ruby""]",,enjoiz,"July 12, 2018",,1,0,0,47,901,229,,Yes,,XXEinjector
,https://github.com/entropy1337/infernal-twin,,,,,,,,,,,,,,,,,,
Server-Side Template Injection and Code Injection Detection and Exploitation Tool,https://github.com/epinna/tplmap.git,,,,"[""Python"",""JavaScript"",""Shell"",""PHP"",""Java"",""Ruby"",""HTML""]",,epinna,"August 20, 2019",,2,0,6,83,1.6k,335,,Yes,,tplmap
Weaponized web shell,https://github.com/epinna/weevely3.git,,,,"[""Python"",""PHP"",""Smarty"",""Other""]",,epinna,,,2,0,11,126,1.8k,426,,Yes,,weevely3
,https://github.com/epsylon/ufonet,,,,,,,,,,,,,,,,,,
,https://github.com/ernw/hardening,,,,,,,,,,,,,,,,,,
Information gathering & website reconnaissance | https://phishstats.info/,https://github.com/eschultze/URLextractor.git,,,,"[""Shell""]",,eschultze,,,1,0,0,24,307,61,"information-gathering, information-extraction, whois, abuse, shodan, virustotal, phishing, malware, malicious-domains, domain, incident-response, osint",Yes,,URLextractor
Find and fix problems in your JavaScript code.,https://github.com/eslint/eslint.git,,,,"[""JavaScript"",""HTML""]",,eslint,"February 21, 2020",,63,0,240,296,15.9k,2.8k,"eslint, javascript, ecmascript, static-code-analysis, linter",Yes,,eslint
,https://github.com/espreto/wpsploit,,,,,,,,,,,,,,,,,,
,https://github.com/esrrhs/pingtunnel,,,,,,,,,,,,,,,,,,
Find interesting Amazon S3 Buckets by watching certificate transparency logs.,https://github.com/eth0izzle/bucket-stream.git,,,,"[""Python""]",,eth0izzle,"February 3, 2020",,4,0,0,63,1.4k,164,"cyber, cyint, amazon-s3, certificate-transparency, certstream",Yes,,bucket-stream
"DEPRECATED, bettercap developement moved here: https://github.com/bettercap/bettercap",https://github.com/evilsocket/bettercap.git,,,,[],,evilsocket,"February 27, 2018",,2,0,50,188,2.5k,378,"bettercap, mitm, man-in-the-middle, spoofing, security, security-audit, tls, proxy, ettercap, sslstrip",Yes,,bettercap
"This repository is DEPRECATED, please use bettercap as this tool has been ported to its BLE modules.",https://github.com/evilsocket/bleah.git,,,,[],,evilsocket,,,1,0,0,53,1.1k,148,,Yes,,bleah
,https://github.com/evilsocket/pwnagotchi,,,,,,,,,,,,,,,,,,
,https://github.com/evilsocket/xray,,,,,,,,,,,,,,,,,,
,https://github.com/evyatarmeged/Raccoon,,,,,,,,,,,,,,,,,,
,https://github.com/fabacab/awesome-cybersecurity-blueteam,,,,,,,,,,,,,,,,,,
,https://github.com/FabioBaroni/awesome-exploit-development,,,,,,,,,,,,,,,,,,
,https://github.com/faizann24/wifi-bruteforcer-fsecurify,,,,,,,,,,,,,,,,,,
Android application to brute force WiFi passwords without requiring a rooted device.,https://github.com/faizann24/wifi-bruteforcer-fsecurify.git,,,,"[""Java""]",,faizann24,"October 20, 2018",,1,0,0,69,672,185,,Yes,,wifi-bruteforcer-fsecurify
,https://github.com/FatRodzianko/Get-RBCD-Threaded,,,,,,,,,,,,,,,,,,
(l)user hunter using WinAPI calls only,https://github.com/fdiskyou/hunter.git,,,,"[""C++""]",,fdiskyou,,,1,0,0,26,317,103,"hosts-enumeration, user-enumeration, active-directory, penetration-testing, red-team",Yes,,hunter
"PowerShell Runspace Portable Post Exploitation Tool aimed at making Penetration Testing with PowerShell ""easier""",https://github.com/fdiskyou/PowerOPS.git,,,,"[""C#""]",,fdiskyou,,,1,0,2,37,404,120,"powershell, whitelist-bypass, runspace, dotnet, penetration-testing",Yes,,PowerOPS
,https://github.com/fdivrp/awesome-reversing,,,,,,,,,,,,,,,,,,
All-in-one plugin for Burp Suite for the detection and the exploitation of Java deserialization vulnerabilities,https://github.com/federicodotta/Java-Deserialization-Scanner.git,,,,"[""Java""]",,federicodotta,"April 22, 2018",,1,0,6,26,405,132,,Yes,,Java-Deserialization-Scanner
,https://github.com/fffaraz/awesome-cpp,,,,,,,,,,,,,,,,,,
,https://github.com/fireeye/commando-vm,,,,,,,,,,,,,,,,,,
FireEye Labs Obfuscated String Solver - Automatically extract obfuscated strings from malware.,https://github.com/fireeye/flare-floss.git,,,,"[""Python"",""C"",""Makefile""]",,fireeye,"October 8, 2019",,10,0,9,141,1.4k,251,"fireeye-flare, malware, deobfuscation, strings",Yes,,flare-floss
,https://github.com/fireeye/gocrack,,,,,,,,,,,,,,,,,,
,https://github.com/fireeye/PwnAuth.git,,,,"[""Python"",""JavaScript"",""HTML"",""Other""]",,fireeye,"December 3, 2019",,3,0,0,19,193,46,,Yes,,PwnAuth
,https://github.com/fireeye/ReelPhish.git,,,,"[""Python"",""PHP""]",,fireeye,"February 7, 2018",,1,0,0,34,395,108,,Yes,,ReelPhish
,https://github.com/fireeye/rVMI,,,,,,,,,,,,,,,,,,
,https://github.com/fireeye/SharPersist.git,,,,"[""C#""]",,fireeye,"January 6, 2020",,1,0,2,23,341,76,,Yes,,SharPersist
,https://github.com/fkie-cad/awesome-embedded-and-iot-security,,,,,,,,,,,,,,,,,,
,https://github.com/fkie-cad/cwe_checker,,,,,,,,,,,,,,,,,,
,https://github.com/FlameOfIgnis/Pwdb-Public,,,,,,,,,,,,,,,,,,
,https://github.com/Flangvik/BetterSafetyKatz,,,,,,,,,,,,,,,,,,
Automated Security Testing For REST API's,https://github.com/flipkart-incubator/Astra.git,,,,"[""Python"",""HTML"",""CSS"",""JavaScript"",""Dockerfile""]",,flipkart-incubator,"April 5, 2019",,5,0,0,69,1.3k,194,"security, restapiautomation, python, owasp, penetration-testing-framework, postman-collection, ci-cd, sdlc, penetration-testing, security-automation",Yes,,Astra
Single-file PHP shell,https://github.com/flozz/p0wny-shell.git,,,,"[""PHP""]",,flozz,"June 7, 2019",,1,0,0,25,589,237,"php-shell, pentesting",Yes,,p0wny-shell
Fluxion is a remake of linset by vk496 with less bugs and enhanced functionality.,https://github.com/FluxionNetwork/fluxion.git,,,,"[""HTML"",""JavaScript"",""CSS"",""Shell"",""Python"",""AGS Script"",""PHP""]",,FluxionNetwork,"December 29, 2019",,1,0,3,219,2.2k,776,"fluxion, handshake, linset, fakeap, evil-twin, captive-portal, attack, aircrack, capture, social-engineering, kali",Yes,,fluxion
,https://github.com/FlyfishSec/weblogic_rce,,,,,,,,,,,,,,,,,,
,https://github.com/foospidy/payloads,,,,,,,,,,,,,,,,,,
Aggressor scripts for phases of a pen test or red team assessment,https://github.com/FortyNorthSecurity/AggressorAssessor.git,,,,"[""Python""]",,FortyNorthSecurity,"June 20, 2019",,1,0,0,8,92,23,,No,,AggressorAssessor
,https://github.com/FortyNorthSecurity/C2concealer,,,,,,,,,,,,,,,,,,
Egress-Assess is a tool used to test egress data detection capabilities,https://github.com/FortyNorthSecurity/Egress-Assess.git,,,,"[""PowerShell"",""Python"",""Other""]",,FortyNorthSecurity,"December 17, 2019",,4,0,3,37,344,92,,Yes,,Egress-Assess
,https://github.com/FortyNorthSecurity/EXCELntDonut,,,,,,,,,,,,,,,,,,
"EyeWitness is designed to take screenshots of websites, provide some server header info, and identify default credentials if possible.",https://github.com/FortyNorthSecurity/EyeWitness.git,,,,"[""Python"",""Shell"",""Dockerfile""]",,FortyNorthSecurity,"January 22, 2020",,4,0,10,131,2.2k,486,,Yes,,EyeWitness
Just-Metadata is a tool that gathers and analyzes metadata about IP addresses. It attempts to find relationships between systems within a large dataset.,https://github.com/FortyNorthSecurity/Just-Metadata.git,,,,"[""Python"",""Shell"",""Dockerfile""]",,FortyNorthSecurity,,,4,0,0,45,519,82,,No,,Just-Metadata
This is a PowerShell based tool that is designed to act like a RAT. Its interface is that of a shell where any command that is supported is translated into a WMI-equivalent for use on a network/remote machine. WMImplant is WMI based.,https://github.com/FortyNorthSecurity/WMImplant.git,,,,"[""PowerShell""]",,FortyNorthSecurity,"October 26, 2018",,2,0,0,53,610,132,,No,,WMImplant
"This repo is for WMIOps, a powershell script which uses WMI for various purposes across a network.",https://github.com/FortyNorthSecurity/WMIOps.git,,,,"[""PowerShell"",""Python""]",,FortyNorthSecurity,,,2,0,0,31,308,77,,Yes,,WMIOps
Active Directory ACL exploitation with BloodHound,https://github.com/fox-it/aclpwn.py.git,,,,"[""Python""]",,fox-it,"December 9, 2018",,1,0,0,21,313,38,,Yes,,aclpwn.py
A Python based ingestor for BloodHound,https://github.com/fox-it/BloodHound.py.git,,,,"[""Python"",""Dockerfile""]",,fox-it,"February 21, 2020",,3,0,13,24,437,68,,Yes,,BloodHound.py
,https://github.com/fox-it/cve-2019-1040-scanner.git,,,,"[""Python""]",,fox-it,"June 26, 2019",,1,0,0,7,191,33,,Yes,,cve-2019-1040-scanner
,https://github.com/fox-it/Invoke-ACLPwn.git,,,,"[""PowerShell""]",,fox-it,"August 13, 2018",,2,0,0,17,294,59,,Yes,,Invoke-ACLPwn
pwning IPv4 via IPv6,https://github.com/fox-it/mitm6.git,,,,"[""Python""]",,fox-it,,,1,0,3,41,677,103,,No,,mitm6
A proof-of-concept tool for generating payloads that exploit unsafe Java object deserialization.,https://github.com/frohoff/ysoserial.git,,,,"[""Java"",""Dockerfile""]",,frohoff,"September 7, 2019",,3,0,10,185,2.8k,834,"java, deserialization, gadget, exploit, javadeser, jvm, serialization, poc, vulnerability",Yes,,ysoserial
,https://github.com/FSecureLABS/C3,,,,,,,,,,,,,,,,,,
,https://github.com/FSecureLABS/drozer.git,,,,,,,,,,,,,,,,,,
SharpClipHistory is a .NET application written in C# that can be used to read the contents of a user's clipboard history in Windows 10 starting from the 1809 Build.,https://github.com/FSecureLABS/SharpClipHistory.git,,,,"[""C#""]",,FSecureLABS,"April 26, 2019",,1,0,0,10,82,16,,Yes,,SharpClipHistory
SharpGPOAbuse is a .NET application written in C# that can be used to take advantage of a user's edit rights on a Group Policy Object (GPO) in order to compromise the objects that are controlled by that GPO.,https://github.com/FSecureLABS/SharpGPOAbuse.git,,,,"[""C#""]",,FSecureLABS,"August 21, 2019",,1,0,0,17,250,46,,Yes,,SharpGPOAbuse
WePWNise generates architecture independent VBA code to be used in Office documents or templates and automates bypassing application control and exploit mitigation software.,https://github.com/FSecureLABS/wePWNise.git,,,,"[""Python""]",,FSecureLABS,,,1,0,0,25,284,87,,Yes,,wePWNise
A command line tool for creating malicious outlook rules,https://github.com/FSecureLABS/XRulez.git,,,,"[""C"",""C++""]",,FSecureLABS,"December 11, 2018",,1,0,3,15,111,44,,Yes,,XRulez
,https://github.com/Furduhlutur/yar,,,,,,,,,,,,,,,,,,
,https://github.com/future-architect/vuls,,,,,,,,,,,,,,,,,,
"Agent-less vulnerability scanner for Linux, FreeBSD, Container Image, Running Container, WordPress, Programming language libraries, Network devices",https://github.com/future-architect/vuls.git,,,,"[""Go"",""Other""]",,future-architect,"February 1, 2020",,8,0,27,346,7.2k,782,"vuls, vulnerability-scanners, golang, go, linux, freebsd, vulnerability-detection, security, security-tools, cybersecurity, security-vulnerability, security-scanner, security-hardening, security-automation, security-audit, vulnerability-assessment, vulnerability-management, vulnerability-scanner, vulnerabilities, administrator",Yes,,vuls
Dictionary of attack patterns and primitives for black-box application fault injection and resource discovery.,https://github.com/fuzzdb-project/fuzzdb.git,,,,"[""PHP"",""Java"",""ASP"",""HTML"",""Perl"",""Shell"",""Other""]",,fuzzdb-project,"October 15, 2019",,2,0,0,317,4.1k,1.2k,,Yes,,fuzzdb
"FuzzySecurity/DefCon25: UAC 0day, all day!",https://github.com/FuzzySecurity/DefCon25,,Fuzzy Sec Defcon CTF with Writeup,Has a guided text talking through a number of attack vectors. ,,,,,,,,,,,,,,,
FuzzySecurity/PowerShell-Suite,https://github.com/FuzzySecurity/PowerShell-Suite.git,,Collection of PowerShell Scripts ,Study the API Usage and imports,,,,,,,,,,,,,,,
,https://github.com/FuzzySecurity/Resource-List,,,,,,,,,,,,,,,,,,
dnsenum is a perl script that enumerates DNS information,https://github.com/fwaeytens/dnsenum.git,,,,"[""Perl""]",,fwaeytens,"February 20, 2015",,1,0,5,25,310,87,,Yes,,dnsenum
A Powershell implementation of PrivExchange designed to run under the current user's context,https://github.com/G0ldenGunSec/PowerPriv.git,,,,"[""PowerShell""]",,G0ldenGunSec,"January 31, 2019",,1,0,0,3,102,23,,Yes,,PowerPriv
Inline file transfer using in-built Windows tools (DEBUG.exe or PowerShell).,https://github.com/g0tmi1k/exe2hex.git,,,,"[""Python""]",,g0tmi1k,"May 23, 2019",,1,0,7,17,205,71,"kali-linux, kali, file-transfer, powershell, debug, inline, telnet, winexe, hex, hexe",Yes,,exe2hex
MSFvenom Payload Creator (MSFPC),https://github.com/g0tmi1k/msfpc.git,,,,"[""Shell""]",,g0tmi1k,,,1,0,13,56,675,183,"msfvenom, msfvenom-payload, mpc, msfpc, payload, payload-generator, payload-generation, metasploit-framework, metasploit, kali, kali-linux",Yes,,msfpc
Brosec - An interactive reference tool to help security professionals utilize useful payloads and commands.,https://github.com/gabemarshall/Brosec.git,,,,"[""JavaScript"",""Visual Basic .NET"",""HTML""]",,gabemarshall,,,6,0,3,41,344,96,,Yes,,Brosec
Fast http dead file finder.,https://github.com/gabtremblay/tachyon.git,,,,"[""Python""]",,gabtremblay,,,3,0,7,1,1,28,,Yes,,tachyon
Crowbar is brute forcing tool that can be used during penetration tests. It is developed to support protocols that are not currently supported by thc-hydra and other popular brute forcing tools.,https://github.com/galkan/crowbar.git,,,,"[""Python""]",,galkan,"August 29, 2017",,1,0,8,58,683,217,,Yes,,crowbar
CTF framework and exploit development library,https://github.com/Gallopsled/pwntools.git,,,,"[""Python"",""Assembly"",""Other""]",,Gallopsled,"February 8, 2020",,5,0,75,291,6.2k,1.2k,"ctf, exploit, python, pwntools, assembly, ctf-framework, shellcode, rop, pwnable, defcon, capture-the-flag, wargame",No,,pwntools
,https://github.com/gamelinux/passivedns,,,,,,,,,,,,,,,,,,
,https://github.com/Ganapati/RsaCtfTool,,,,,,,,,,,,,,,,,,
Cobalt Strike Aggressor Script Collection,https://github.com/gavz/CSASC.git,,,,"[""PowerShell"",""Shell"",""Python"",""Visual Basic .NET"",""JavaScript"",""C#"",""Other""]",,gavz,"March 30, 2018",,1,0,0,1,7,16,,Yes,,CSASC
,https://github.com/GDSSecurity/Windows-Exploit-Suggester,,,,,,,,,,,,,,,,,,
SAP Message Server research presented at OPCDE 2019,https://github.com/gelim/sap_ms.git,,,,"[""Python""]",,gelim,,,1,0,0,4,17,5,,Yes,,sap_ms
Framework for Making Environmental Keyed Payloads (NO LONGER SUPPORTED),https://github.com/Genetic-Malware/Ebowla.git,,,,"[""Python"",""Makefile"",""C"",""CMake"",""C++"",""Shell""]",,Genetic-Malware,,,1,0,0,58,576,140,"powershell, golang, python, clueless-agents, memorymodule",Yes,,Ebowla
A little toolbox to play with Microsoft Kerberos in C,https://github.com/gentilkiwi/kekeo.git,,,,"[""C"",""C++""]",,gentilkiwi,"December 1, 2019",,1,0,5,53,620,131,,Yes,,kekeo
A little tool to play with Windows security,https://github.com/gentilkiwi/mimikatz.git,,,,"[""C"",""Other""]",,gentilkiwi,"February 8, 2020",,2,0,4,805,9.3k,2.1k,,Yes,,mimikatz
